Droseraceae,Drosera rotundifolia,rundsileshår,
Ericaceae,Pyrola chlorantha,grönpyrola,
Euphorbiaceae,Euphorbia palustris,kärrtörel,
Fabaceae,Lathyrus japonicus,strandvial,t
Fabaceae,Lathyrus niger,vippärt,
Fabaceae,Lathyrus palustris,kärrvial,
Fabaceae,Lathyrus pratensis,gulvial,
Fabaceae,Lotus corniculatus,käringtand,
Fabaceae,Lotus tenuis,smal kärringtand,
Fabaceae,Lupinus polyphyllus,blomsterlupin,r
Fabaceae,Tetragonolobus maritimus,klöverärt,
Fabaceae,Trifolium fragiferum,smultronköver,
Fabaceae,Vicia cracca,kråkvicker,
Fabaceae,Vicia sepium,häckvicker,
Gentianaceae,Centaurium littorale,kustarun,
Gentianaceae,Centaurium pulchellum,dvärgarun,
Gentianaceae,Gentianella uliginosa,sumpgentiana,
Juncaginaceae,Triglochin maritima,havssälting,
Juncaginaceae,Triglochin palustris,kärrsälting,
Lamiaceae,Galeopsis bifida,toppdån,
Lamiaceae,Lamium purpureum,rödplister,
Lamiaceae,Mentha aquatica,vattenmynta,
Lamiaceae,Scutellaria galericulata,frossört,
Lamiaceae,Scutellaria hastifolia,toppfrossört,
Lamiaceae,Stachys palustris,knölsyska,
Lamiaceae,Thymus serpyllum,backtimjan,
Linaceae,Radiola linoides,dvärglin,
Lythraceae,Lythrum salicaria,fackelblomster,
Orchidaceae,Epipactis palustris,kärrknipprot,
Orobanchaceae,Euphrasia bottnica,strandögontröst,
Orobanchaceae,Euphrasia frigida var. baltica,klapperögontröst,
Orobanchaceae,Odontites litoralis,strandrödtoppa,
Orobanchaceae,Rhinanthus minor,ängsskallra,
Orobanchaceae,Rhinanthus serotinus,höskallra,
Papaveraceae,Atriplex pedunculata,saltmålla,
Papaveraceae,Glaucium flavum,strandvallmo,rt
Plantaginaceae,Plantago coronopus,strandkämpar,
Plantaginaceae,Plantago major ssp. intermedia,åkergroblad,
Plantaginaceae,Plantago major ssp. major,gårdsgroblad,
Plantaginaceae,Plantago major ssp. winteri,kustgroblad,
Plantaginaceae,Plantago maritima,gulkämpar,
Plumbaginaceae,Armeria maritima,trift,
Plumbaginaceae,Limonium humile,bohusmarrisp,
Plumbaginaceae,Limonium vulgare,marrisp,
Polygonaceae,Persicaria lapathifolia,pilört,
Polygonaceae,Rumex acetosa,ängssyra,
Polygonaceae,Rumex acetosella,bergsyra,
Polygonaceae,Rumex crispus,krusskräppa,
Polygonaceae,Rumex longifolius,gårdsskräppa,
Polygonaceae,Rumex pseudonatronatus,finnskräppa,r
Primulaceae,Anagallis minima,knutört,
Primulaceae,Glaux maritima,strandkrypa,
Primulaceae,Lysimachia vulgaris,strandlysing,
Primulaceae,Primula nutans,strandviva,
Primulaceae,Samolus valerandi,bunge,
Ranunculaceae,Actaea spicata,trolldruva,
Ranunculaceae,Ranunculus acris,smörblomma,
Rosaceae,Argentina anserina ssp. anserina,vanlig gåsört,
Rosaceae,Argentina anserina ssp. groenlandica,grönländsk gåsört,
Rosaceae,Comarum palustre,kråkklöver,
Rosaceae,Filipendula ulmaria,älggräs,
Rosaceae,Rubus saxatilis,stenbär,
Scrophularicaceae,Linaria vulgaris,gulsporre,
Scrophularicaceae,Verbascum spp,kungsljus,
Scrophularicaceae,Veronica longifolia,strandveronika,
Solanaceae,Hyoscyamus niger,bolmört,
Solanaceae,Solanum dulcamara,besksöta,
Urticaceae,Urtica dioica,brännässla,
Urticaceae,Urtica urens,etternässla,
Violaceae,Viola tricolor,styvmorsviol,
